"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description","comparacion"
"ENSSSAG00000059081",37.6724110301714,-3.83717608661797,0.464296192689502,-8.26450043535912,1.40280951584433e-16,8.31108466405869e-16,"tri65","Tripartite motif-containing protein 65 [Source:NCBI gene (formerly Entrezgene);Acc:100196405]","brain vs d_intestine"
"ENSSSAG00000060691",408.267282099744,-1.88272721633463,0.261254245393846,-7.20649424661553,5.74107480977732e-13,2.48552054669839e-12,"trim105","tripartite motif containing 105 [Source:ZFIN;Acc:ZDB-GENE-060810-140]","brain vs d_intestine"
"ENSSSAG00000062994",443.416636393651,1.75570402262984,0.111438129377785,15.7549667464163,6.34927536952795e-56,8.58443924013178e-54,"trim37","tripartite motif containing 37 [Source:ZFIN;Acc:ZDB-GENE-030131-2957]","brain vs d_intestine"
"ENSSSAG00000065497",27.4094035878811,-1.20288921845902,0.392589124655174,-3.06399016915092,0.00218406087022681,0.00362798011611265,"trim59","tripartite motif containing 59 [Source:ZFIN;Acc:ZDB-GENE-060724-2]","brain vs d_intestine"
"ENSSSAG00000067061",92.1935164836755,-2.40512015795643,0.213057047885376,-11.2886204977851,1.49362466583899e-29,2.67535539163457e-28,"trim45","tripartite motif containing 45 [Source:ZFIN;Acc:ZDB-GENE-070912-389]","brain vs d_intestine"
"ENSSSAG00000067244",109.769148089285,0.105480169682364,0.203337073385232,0.518745391218091,0.603938303702312,0.655025226131061,"TRIM8","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]","brain vs d_intestine"
"ENSSSAG00000068524",177.141562787666,0.533694548120345,0.413886161732084,1.28947183420405,0.19723410211513,0.241440896341933,"trim66","tripartite motif containing 66 [Source:ZFIN;Acc:ZDB-GENE-040724-145]","brain vs d_intestine"
"ENSSSAG00000069228",301.296895771975,-3.43485487255222,0.521886995350773,-6.5816065607145,4.65391772080259e-11,1.70203768225864e-10,"trim55a","tripartite motif containing 55a [Source:ZFIN;Acc:ZDB-GENE-040718-50]","brain vs d_intestine"
"ENSSSAG00000069311",87.6355289976964,3.35568070135792,0.410321631221449,8.17817157571904,2.88183232217501e-16,1.66344911434282e-15,"TRIM67","tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859]","brain vs d_intestine"
"ENSSSAG00000069323",74.2178651542376,4.13029661685763,0.471693661038723,8.75631147504134,2.01743726574086e-18,1.39386251546138e-17,"trim67","","brain vs d_intestine"
